class,gui,program,source available,% weighted average,encoding time in seconds,decoding time in seconds,APP,AUDIO (WAV),CAMERA RAW,GUTENBERG,INSTALLER,MOBILE,PGM / PPM,SOURCES,XML,usual file extension,bit depth,cores,when released / developed,where developed (country),algorithms used,program age in years
LZH,◦,LZP 1.0 (1995-1997) Charles Bloom,,195.58528,,,163454076,632960932,593170002,525546879,624158052,516872723,576797521,67335329,491295874,.lzp,win32,1,15-Aug-1997,United States,LZP,16.86
LZH,◦,THOR 0.96α (2007) e1 Oscar Garcia,,196.17568,,,167722116,606131460,572187758,527015726,635606772,520887712,536880618,73496510,495453892,.thor,win32,1,23-Aug-2007,Spain,fast LZP,6.84
LZH,◦,LZSDEMO 3.1 (1998) Stac Electronics,,197.10762,,,169471045,653153677,594721458,485710305,658520037,541971227,523273961,80157839,460631104,.lzs,dos16,1,6-Apr-1998,United States,LZS,16.22
LZH,◦,LZSS (1989) Haruhiko Okumura,☺,200.54222,,,175805080,669159559,623802200,482895498,667582268,548309361,578394103,79552772,444855793,.lzs,dos16,1,7-Apr-1989,Japan,LZSS,25.22
LZSS,◦,6PACK -2 (16.06.07) ARIya Hidayat,,200.92423,,,182509000,618039712,579734173,501298621,612504017,503418867,563012167,79706045,501362569,.6 (?),win32,1,16-Jun-2007,Indonesia,Fast LZ,7.03
LZSS,◦,LZF 3.6 vf (2011) Marc Lehmann (fsbench),☺,201.03393,33,,185110742,606693376,576448577,493734416,612988659,503004656,554449110,82159471,500269404,.lzf,win32,1,25-Mar-2011,Germany,LZ variant,3.25
LZSS,◦,Microsoft Compress 2.0 (1992),,201.67854,,,177363765,669210135,623873081,483379781,667753166,548340419,578899995,81082678,448598374,.ta_,dos16,1,23-Mar-1992,United States,LZ,22.26
LZSS,GUI,BigCrunch 0.4 RC1 (2006) -mx,☺,203.31665,,,194011924,598846606,543634744,513493911,609160720,492148757,475241310,92929403,511756379,.bc,win32,1,15-Jun-2006,France,LZR + BMA + MTF + BRA,8.03
LZSS,◦,LZW 0.2 (2008) Ilya Muravyov,☺,204.55549,,,182697688,797075030,717363180,477446426,853203820,697759152,573233260,65452242,366196150,.lzw,win32,1,8-Feb-2008,Russia,LZMW,6.38
LZSS,GUI,AMIGA ShrinkIt / NULIB (LZW/2) ,☺,205.4794,,,192652890,599488964,566221133,465607781,597441146,490637404,548036321,92845282,526115123,.shk,win32,1,1-Jan-1989,United States,Dynamic LZW2,25.49
LZSS,◦,oPAQue 1.0 (1999) Dmitry Dvoinikov,,206.41525,,,200830698,606693432,577854520,519912738,609161784,492148792,575376796,90643506,474676462,.paq,dos16,1,21-Feb-1999,Russia,LZ77,15.35
LZSS,GUI,PKZIP 1.10 -es Shrink max (1990) Phil Katz,,206.983,,,201310872,606693486,577854572,515061428,609160812,492148854,556782402,87405414,510258945,.zip,dos16,1,15-Mar-1990,United States,Shrink,24.28
LZSS,◦,DOZ -c (1993) Joe Orost,☺,208.06478,2734,,195520307,726341326,655544695,467983771,803439653,653907317,505757221,83058263,423769057,.doz,dos16,1,30-Jun-1993,- unknown -,LZW,20.99
LZSS,◦,ZOPFLI --i5 (2013) Lode Vandevenne,☺,208.29904,16597,,133035184,606681892,529145911,379711111,609139052,487741695,440331541,53861065,1000000000,.gz,win32,1,2-Mar-2013,Switzerland,LZ77 + Huffman,1.32
CM,◦,MDCD 1.0 (1988) Mike Davenport,,209.10909,,,204122002,606693498,577854586,523659439,609160704,492148856,565988995,93405621,493427142,.cd,dos16,1,23-Oct-1988,Canada,LZW,25.68
LZSS,◦,BPE2 v3 (2010) Will,☺,213.03703,488,,230895612,601090493,568252891,467001226,599506436,491869659,560257802,93575542,530436638,.bpe2,win32,1,12-Feb-2010,- unknown -,Byte Pair Encoding,4.37
LZSS,◦,Jrchive 1.10 (1992) JAYAR Systems,,213.93502,,,206235519,606693441,577854528,530518796,609161757,492148770,575127899,97988096,522334609,.jrc,dos16,1,1-May-1995,Canada,unknown,19.15
LZSS,◦,BLINK 1.0 (1999) DeTrans Software,,214.19947,,,197444817,601356054,575341901,528530777,598375281,491269047,579447071,95096822,564587326,.bli,dos16,1,21-Mar-1999,Spain,RLE + LZE,15.26
LZSS,GUI,AMIGA ShrinkIt / NULIB (LZW/1),☺,215.18825,,,200909716,600072429,566771540,489626559,597903563,490803380,552448788,103774973,568714981,.shk,win32,1,1-Jan-1989,United States,Dynamic LZW1,25.49
LZSS,◦,LZRW1 (1992) Dr. Ross Williams,☺,215.92621,,,197858304,601071104,573760000,536207680,597608960,490857984,573739520,97385984,575679488,.lzr,dos16,1,18-Oct-1992,United States,LZRW1,21.69
LZSS,◦,SPLINT 2.1 ('89) -e Rikitake / Wakatabe,☺,216.10762,,,199571542,681373285,603277109,498362339,716031334,586158474,504918639,101283585,503408283,.spl,dos16,1,12-Apr-1989,Japan,SPLAY Trees,25.21
LZSS,◦,SHARC 0.9.6 -c1 (2013) Guillaume Voirin,☺,216.47972,190,,215032464,603177518,567965222,479666248,602049860,491790752,550634498,106248148,546406448,.sha,win64,1,1-Aug-2013,- unknown -,Dictionary Coding,0.9
CM,◦,ARCA 1.29 (1987) W.Chin / V.Buerg,,222.3775,,,207668511,793059566,703829315,523011059,604469287,492941891,576242256,97337581,517547331,.arc,dos16,1,12-Sep-1987,Canada,LZ,26.79
LZSS,◦,FPAQ 0pv4b M. Mahoney & E.Shelwien,☺,223.91471,269,,221407712,551428114,531374502,494997780,602838200,494512998,426133150,126109568,630848104,.fpaq,win32,1,18-Apr-2008,USA & Russia,order-0 arithmetic coder,6.19
LZSS,◦,FPAQa ('07) M. Mahoney & J. Duda,☺,223.99937,,,221616869,551759086,531757796,495303273,603191503,494813225,426346134,126010691,631241983,.fpaqa,win32,1,15-Dec-2007,United States,Order 0 + asymmetric Binary Coder,6.53
LZSS,,FPAQ 0pv5 M. Mahoney & N.F.Antonio,☺,224.3671,390,,221883497,552234494,532157646,496183959,603730654,495218678,427197582,126387796,632153014,fpaq0pv5,win32,1,6-Apr-2008,United States,Order 0 ARI,6.22
LZSS,◦,MTCompressor64 1.0 David Catt,,225.32563,222,,187379609,939239274,824572486,526511196,908024207,745677863,666612277,72765155,389368955,.mt,win64,8,20-Jan-2012,Canada,LZ77,2.43
LZSS,◦,JARCS 0.94 -C4 -S (1995) Junichi Uekawa,,229.87345,,,202266867,669307213,541801280,593059971,668130019,548761681,581878559,103649178,627182671,.jar,dos16,1,27-Jan-1995,England,LZ77 + Huffman / RLE,19.41
LZSS,GUI,WinBcomp 0.1 (1999) Bruno Riviere,,231.73913,,,206509238,782242543,698281620,532228408,809280806,665070456,575982829,98181472,524629347,.bcp,win32,1,28-Jan-1999,France,early LZW,15.41
LZSS,GUI,M99 (2001) Michael A. Maniscalco,,233.2784,721,,227850479,579734564,555805771,529250421,630022731,517048693,430602927,130692325,662483540,.m99,win32,1,2-Jan-2001,- unknown -,After Radix BWT,13.48
LZSS,◦,TinyLZP 0.1 (2012) David Catt,☺,233.51563,113,,206525650,615096595,594557580,666400747,593363441,492018662,632294951,90349800,709428979,.tinylzp,win64,1,12-Oct-2012,Canada,LZP,1.71
LZSS,◦,MAR 1.0 -e:-ah0- (1994) Haruhiko Okumura,,239.43533,,,241449752,573751764,541801280,496340983,600843363,491155368,522098407,137751228,672486751,.mar,dos16,1,28-Apr-1994,Japan,Huffman / LZS / LZW,20.16
LZSS,◦,FIN (1991) Puttonen & Raita & Teuhola,☺,243.6391,,,214828663,663276049,623281118,625482827,666903149,546884027,607948948,114850295,673675014,.fin,dos16,1,19-Apr-1991,Finland,- unknown -,23.19
LZSS,◦,WSL 0.01 -b16384d64l50 Sergeo Sizikov,☺,245.39247,253,,317034522,606693570,572360190,518154062,609161922,492148895,601275565,143621256,474403693,.wsl,win32,1,4-Jul-2009,Russia,BWT,4.98
LZSS,◦,NTFS (file system compression),,252.04397,95,,235315200,601718784,575811584,586432512,608722944,491913216,595677184,154152960,657330176,unchanged,win64,1,1-Jul-1995,United States,LZSS,18.99
LZSS,◦,SPLAY (1988) Kim Kokkonen,☺,261.41042,,,256117773,648629919,626216114,589582653,717762267,590100445,485682401,146366292,733470937,.spl,dos16,1,16-Aug-1988,United States,SPLAY Trees,25.86
LZSS,◦,LZP (2008) Dmitry Shkarin,☺,261.73745,67,,246014863,606693380,572975512,668385041,589664714,492148740,602023590,122244724,874838690,.lzp,win32,1,12-Jul-2008,Russia,LZP,5.96
LZSS,◦,NICE (2003) S. Pötschner & W. Scherer,☺,262.94967,,,275635849,582521265,568609373,556808953,604188849,492348145,562139557,150729517,779928541,.nice,win32,1,24-Jun-2003,Germany,RLE + Huffman,11.01
LZSS,◦,ARG 1.00.001 beta (1994) Igor Pavlov,☺,269.37341,,,287218511,583505462,571535628,558792198,608442034,492019651,583143432,160260179,778930993,.arg,dos16,1,5-Jun-1994,Russia,Static Huffman,20.06
LZSS,◦,Packer 4.0β (2010) Piotr Rydz,,273.31937,5270,,306091450,623848132,575728866,708587093,606814720,494959737,589767994,135002272,806904414,.prnrw,win32,1,14-Jun-2010,Poland,eRLE + DIC,4.03
LZSS,◦,REDUQ 1.2 (2001) Jacco Mintjes,,276.70105,,,292592712,597566038,576963261,570980282,608569854,492149020,595498659,167891040,806674258,.rdq,dos16,1,27-Aug-2001,Netherlands,RLE,12.83
LZSS,GUI,AMIGA ShrinkIt / NULIB (Squeeze),☺,296.02898,,,305785086,604797095,567214866,708300890,603157765,492148908,568399840,188305863,878317802,.shk,win32,1,24-Nov-1986,United States,RLE + Huffman,27.59
LZSS,◦,SMILE256 -e (2004) Andrew Frolov,☺,298.98415,,,266580164,1023481474,890561709,723851863,1102560485,902536014,650348104,133781250,638371905,.smi,dos16,1,12-May-2004,Ukraine,MTF + Elias Gamma,10.12
CM,◦,SQPC 1.31 (1986) Richard Greenlaw,,301.17699,,,305784934,605247633,577099663,708300737,604792372,493170688,605362959,188305715,922319710,.tqr,dos16,1,2-Mar-1986,Canada,early LZW,28.32
LZSS,◦,SLIM 1.10 opt. 9 (1991) Dominic Herity,,303.1152,,,302140962,606681892,577835051,685043925,609161728,492148736,633510400,197278527,907860725,.tar,dos16,1,20-Feb-1991,Ireland,- unknown -,23.35
LZSS,◦,BTSPK 3.60b β1 (1998) Joszef Hidasi,,306.67099,,,305958700,605585568,577360168,708744836,604942600,493335696,605575172,188662140,993349340,.bts,dos16,1,17-Nov-1998,Hungary,- unknown -,15.61
LZSS,◦,RLC (2007) Bindesh Kumar Singh,☺,311.23258,545,,314657555,604234832,573743349,708722090,602902794,491293639,612905625,195851931,999548758,.rlc,win32,1,18-Sep-2006,India,RLE,7.77
LZSS,◦,GAS 2.0 (1993) ISP; Ricky Bhatti,,313.55782,,,558793009,583506273,571536438,558793009,608442090,492020461,583144232,160279490,778930767,.gas,dos16,1,10-May-1993,Canada,Static Huffman,21.13
LZSS,GUI,7-ZIP 9.2.9 no compression (store),☺,316.20824,,,327879378,606682636,577835885,709268653,609140224,492104985,633483161,200161858,1000000336,.7z,win64,1,16-Sep-2011,Russia,none,2.78
LZSS,◦,TAR (Tape Archive) (2011) 7-Zip 9.29,,320.99282,,,336186368,606693376,577854464,711358464,609161728,492148736,633510400,209375744,1000009216,.tar,win64,1,16-Sep-2011,Russia,none,2.78
CM,◦,LZWCOM (1985) Kent Williams,☺,348.18488,,,370236272,823195607,899777684,682430303,885160026,698480738,765346757,183328407,1006727888,.lzw,dos16,1,15-Apr-1985,United States,LZW,29.2
