ID,WRKSTAT,MARITAL,AGEWED,SIBS,CHILDS,AGE,BIRTHMO,ZODIAC,EDUC,DEGREE,PADEG,MADEG,SEX,RACE,INCOME91,RINCOM91,REGION,XNORCSIZ,SIZE,PARTYID,VOTE92,POLVIEWS,CAPPUN,GUNLAW,GRASS,RELIG,LIFE,CHLDIDEL,PILLOK,SEXEDUC,SPANKING,LETDIE1,NEWS,TVHOURS,BIGBAND,BLUGRASS,COUNTRY,BLUES,MUSICALS,CLASSICL,FOLK,JAZZ,OPERA,RAP,HVYMETAL,ATTSPRTS,VISITART,TVSHOWS,TVNEWS,TVPBS,SCITEST4,PARTNERS,SEXFREQ,DWELOWN,SEI,COHORT,INCOME4,DEGREE2,AGECAT4,POLITICS,REGION4,MARRIED,CLASSIC3,JAZZ3,RAP3,BLUES3
1220,1,3,21,2,3,38,4,1,8,0,0,0,1,1,10,10,0,0,-1,2,2,6,1,1,0,1,2,2,4,2,2,1,4,5,2,2,2,2,3,5,2,2,5,5,5,2,2,1,3,3,1,1,3,1,"29,4",1955,1,0,2,5,#NULO!,2,3,1,3,1
1221,4,5,0,2,2,37,3,12,12,1,8,8,1,1,10,10,0,0,-1,3,2,4,1,1,0,1,2,2,2,1,1,1,4,2,4,2,2,4,8,8,8,8,8,8,4,2,2,2,1,5,4,4,5,2,"34,2",1956,1,0,2,3,#NULO!,2,#NULO!,#NULO!,#NULO!,3
1222,1,4,99,8,2,49,12,10,7,0,0,0,1,1,12,12,0,0,-1,3,2,3,1,0,2,1,0,8,3,1,2,1,5,1,4,1,1,4,4,4,4,4,4,4,4,1,2,4,1,3,4,1,3,2,"31,5",1944,1,0,3,2,#NULO!,2,3,3,3,3
1223,1,3,16,1,3,39,4,1,12,1,7,0,2,1,18,13,0,0,-1,5,1,4,1,1,0,1,2,2,1,1,2,8,1,2,4,4,2,4,4,4,4,4,5,5,5,1,1,1,1,4,4,0,0,1,"48,5",1954,3,0,2,3,#NULO!,2,3,3,3,3
1224,7,1,21,8,1,64,6,3,12,1,0,0,2,1,98,0,0,0,-1,5,2,2,1,0,2,1,0,2,3,2,2,2,1,3,4,3,2,3,4,4,4,3,3,3,3,2,2,4,1,5,3,1,1,3,"17,6",1929,4,0,4,1,#NULO!,1,3,2,2,2
1225,8,1,20,0,2,53,99,99,98,8,8,8,2,1,22,22,0,0,-1,3,8,8,1,2,8,9,1,-1,0,0,0,0,0,4,9,9,9,9,9,9,9,9,9,9,9,9,9,5,5,5,9,-1,-1,0,"19,4",1940,4,8,4,#NULO!,#NULO!,1,#NULO!,#NULO!,#NULO!,#NULO!
1226,2,1,25,2,1,28,5,2,16,3,3,1,2,1,14,3,0,0,-1,5,1,5,1,0,1,1,0,3,2,1,2,1,3,2,2,1,4,1,2,1,2,1,8,5,5,1,1,2,1,2,2,1,3,1,"62,5",1965,1,1,1,4,#NULO!,1,1,1,3,1
1227,1,1,21,1,0,24,8,5,11,0,0,1,1,1,15,11,0,0,-1,5,2,5,1,0,2,1,0,2,3,1,3,1,5,5,4,2,2,3,4,2,4,2,4,4,2,2,2,1,1,4,3,3,3,2,"34,3",1969,2,0,1,4,#NULO!,1,1,1,3,2
1228,7,1,23,7,3,80,4,2,10,0,1,1,2,1,11,0,0,0,-1,2,1,6,1,2,0,1,3,3,4,1,1,1,1,3,4,2,2,4,4,4,2,4,2,8,8,2,2,4,1,4,4,1,2,1,"25,8",1913,1,0,4,5,#NULO!,1,3,3,#NULO!,3
1229,5,1,23,1,5,70,2,12,18,4,7,3,1,1,17,0,0,0,-1,4,1,6,2,1,0,4,3,2,1,1,3,1,1,4,3,3,4,1,5,1,3,1,2,5,5,1,1,3,1,1,1,99,9,1,"50,7",1923,2,1,4,5,#NULO!,1,1,1,3,1
1230,1,1,21,3,2,37,1,11,12,1,1,1,1,1,17,14,0,0,-1,5,1,5,1,1,0,2,3,3,2,1,3,2,1,3,3,3,2,1,4,2,2,2,3,4,3,1,1,2,2,2,3,1,3,2,"35,1",1956,2,0,2,4,#NULO!,1,1,1,3,1
1231,5,1,26,0,2,67,12,9,16,3,7,1,2,1,98,0,0,0,-1,6,1,4,1,0,2,1,0,2,4,1,2,1,1,2,1,2,2,3,1,2,2,4,3,5,5,1,1,2,1,2,2,1,9,1,"35,4",1926,4,1,4,3,#NULO!,1,1,3,3,2
1233,1,3,20,1,1,40,1,11,12,1,1,1,2,1,13,13,0,0,-1,3,1,3,1,1,2,1,3,-1,0,0,0,0,0,1,3,2,3,2,3,3,3,2,4,5,3,1,1,2,2,5,4,0,0,0,"63,5",1953,1,0,3,2,#NULO!,2,2,1,3,1
1234,1,5,0,1,0,26,11,8,14,2,3,3,1,1,17,13,0,0,-1,4,1,6,1,0,2,1,0,2,2,1,2,1,3,2,2,4,2,2,4,2,4,2,4,2,2,1,2,3,1,2,2,1,5,2,"63,5",1967,2,0,1,5,#NULO!,2,1,1,1,1
1235,6,1,27,1,2,37,5,2,18,4,4,1,2,1,21,0,0,0,-1,5,1,5,1,0,2,2,0,2,2,1,2,1,1,1,2,2,1,2,1,1,3,2,2,3,4,1,1,2,2,2,1,1,5,1,"73,2",1956,4,1,2,4,#NULO!,1,1,1,2,1
1236,1,4,32,1,3,33,10,8,13,1,0,1,2,2,10,10,0,0,-1,0,1,4,2,0,8,1,0,2,1,1,1,1,2,2,3,3,4,2,3,4,5,2,4,2,5,2,2,2,2,3,4,1,6,2,"26,7",1960,1,0,2,3,#NULO!,2,3,1,1,1
1237,1,3,19,1,4,50,9,6,12,1,1,1,2,1,16,16,0,0,-1,1,1,4,2,1,0,1,3,2,1,1,3,1,3,2,1,3,1,2,2,2,2,3,3,4,3,2,2,2,2,4,3,2,3,1,"58,3",1943,2,0,4,3,#NULO!,2,1,2,3,1
1238,1,1,19,4,3,46,11,9,14,1,0,1,1,1,19,15,0,0,-1,4,1,4,1,2,0,1,3,2,3,1,1,1,1,6,4,2,1,1,5,5,2,5,5,4,5,2,2,1,1,3,1,1,4,1,"63,5",1947,3,0,3,3,#NULO!,1,3,3,3,1
1239,1,1,19,4,4,60,9,6,13,2,0,0,1,1,19,15,0,0,-1,6,1,4,1,1,2,1,3,-1,0,0,0,0,0,2,3,2,2,3,2,3,4,4,3,5,5,1,1,4,1,3,4,1,1,0,"36,5",1933,3,0,4,3,#NULO!,1,2,3,3,2
1240,1,5,0,2,0,29,12,9,16,3,3,1,2,1,15,15,0,0,-1,3,1,1,1,1,0,1,3,2,1,1,3,1,1,10,4,4,1,1,1,1,1,2,5,2,1,1,1,1,1,1,2,1,5,1,"52,4",1964,2,1,1,1,#NULO!,2,1,1,1,1
1241,2,1,19,2,1,22,4,1,12,1,0,0,2,1,14,8,0,0,-1,5,2,5,1,0,2,1,0,2,1,1,2,1,2,5,5,5,1,5,3,4,4,5,5,3,3,2,2,1,3,1,8,1,6,1,"33,1",1971,1,0,1,4,#NULO!,1,3,3,2,3
1242,5,1,21,2,3,72,8,5,7,0,0,0,1,1,12,0,0,0,-1,2,1,7,1,1,0,1,2,2,3,1,2,2,1,3,5,2,2,2,5,5,3,4,5,5,5,2,2,2,1,3,4,1,0,1,"38,2",1921,1,0,4,5,#NULO!,1,3,3,3,1
1243,1,4,26,1,2,28,1,10,17,1,7,1,1,2,21,15,0,0,-1,5,2,4,2,2,0,1,3,2,1,1,4,1,1,3,8,8,2,2,4,5,3,1,3,2,3,1,1,4,1,4,4,2,6,1,"52,4",1965,4,0,1,3,#NULO!,2,3,1,1,1
1244,1,5,0,2,0,29,1,10,16,3,1,3,1,1,16,16,0,0,-1,5,2,5,1,0,2,1,0,2,3,1,2,2,1,3,5,3,2,2,4,5,3,2,5,5,3,1,2,2,1,4,4,3,2,1,"62,1",1964,2,1,1,4,#NULO!,2,3,1,3,1
1245,1,1,18,1,3,46,9,6,14,2,0,7,2,1,20,11,0,0,-1,7,1,4,2,1,1,2,3,-1,0,0,0,0,0,1,2,2,1,2,1,2,2,3,2,4,5,1,1,4,2,2,9,1,4,0,"51,9",1947,4,0,3,3,#NULO!,1,1,2,3,1
1246,4,1,16,1,2,25,3,1,13,1,0,0,1,1,13,9,0,0,-1,4,2,4,1,0,1,1,0,2,1,1,2,2,3,9,4,2,1,3,5,5,5,2,5,5,5,2,2,1,2,1,4,0,5,1,"31,5",1968,1,0,1,3,#NULO!,1,3,1,3,2
1247,1,3,22,0,2,47,11,8,16,3,0,0,2,1,20,14,0,0,-1,3,1,4,2,1,2,1,2,-1,0,0,0,0,0,2,4,2,2,2,2,2,1,4,3,5,3,1,1,2,2,2,8,2,4,0,"69,2",1946,4,1,3,3,#NULO!,2,1,3,3,1
1248,5,1,24,9,3,78,3,12,11,1,0,0,1,1,12,0,0,0,-1,0,1,6,1,0,2,1,0,9,3,2,1,1,1,5,5,2,2,3,5,5,5,5,5,5,5,2,2,1,1,4,4,1,2,1,"20,1",1915,1,0,4,5,#NULO!,1,3,3,3,2
1249,5,1,36,4,1,73,8,5,16,3,0,1,1,1,15,0,0,0,-1,6,2,6,1,0,2,1,0,2,4,2,1,2,1,3,3,3,3,3,1,2,3,3,3,4,5,2,2,4,1,4,4,-1,-1,1,"38,5",1920,2,1,4,5,#NULO!,1,1,2,3,2
1250,1,1,18,0,2,36,9,6,8,0,0,0,1,1,12,10,0,0,-1,3,1,5,1,0,2,1,0,4,2,1,2,1,2,6,2,3,2,2,8,5,2,2,5,3,2,2,2,1,1,3,4,1,5,2,"33,1",1957,1,0,2,4,#NULO!,1,3,1,2,1
1251,5,2,23,9,4,77,1,10,11,1,0,0,1,1,15,13,0,0,-1,5,1,6,1,1,0,1,2,3,2,2,1,1,1,1,1,3,2,4,4,2,2,4,2,5,5,1,1,3,1,2,3,0,0,3,"31,3",1916,2,0,4,5,#NULO!,2,1,3,3,3
1252,1,1,23,3,2,37,12,9,10,1,0,1,1,1,16,14,0,0,-1,1,2,4,8,2,1,1,2,-1,0,0,0,0,0,2,5,2,3,2,4,5,3,2,5,5,5,2,2,1,2,2,4,1,4,0,"32,3",1956,2,0,2,3,#NULO!,1,3,1,3,1
1253,1,5,0,2,0,25,1,11,13,1,0,1,2,2,17,14,0,0,-1,1,1,4,1,1,2,1,2,-1,0,0,0,0,0,2,4,4,3,1,2,3,3,2,5,5,5,1,1,2,1,4,4,1,3,0,38,1968,2,0,1,3,#NULO!,2,2,1,3,1
1254,7,1,28,5,0,32,1,10,9,0,8,1,2,1,13,0,0,0,-1,3,2,4,8,1,2,2,3,-1,0,0,0,0,0,12,5,1,1,2,5,5,5,3,5,5,4,1,2,1,1,4,8,1,5,0,"28,4",1961,1,0,2,3,#NULO!,1,3,2,3,1
1255,1,1,21,1,1,40,12,9,18,4,4,1,1,1,21,19,0,0,-1,7,1,5,1,1,2,4,2,-1,0,0,0,0,0,1,3,4,2,4,3,2,1,3,3,4,4,1,1,4,1,4,1,1,2,0,"76,4",1953,4,1,3,4,#NULO!,1,1,2,3,3
1256,1,3,17,2,2,33,6,3,13,1,1,3,2,1,12,12,0,0,-1,6,1,5,1,1,2,1,2,-1,0,0,0,0,0,2,2,2,2,2,3,2,3,2,2,2,2,1,1,3,2,3,2,0,0,0,"36,5",1960,1,0,2,4,#NULO!,2,1,1,1,1
1257,1,1,21,1,2,39,7,4,12,1,0,1,2,1,19,17,0,0,-1,3,2,8,8,1,0,1,2,2,3,1,2,2,2,0,3,2,1,3,2,2,2,3,3,5,5,2,1,4,2,2,8,1,4,1,"32,3",1954,3,0,2,#NULO!,#NULO!,1,1,2,3,2
1258,1,1,28,5,1,33,2,12,14,1,1,0,2,3,16,10,0,0,-1,3,2,2,1,1,2,2,2,-1,0,0,0,0,0,4,4,4,3,2,2,2,4,2,3,4,4,2,1,1,3,3,2,1,5,0,"36,4",1960,2,0,2,1,#NULO!,1,1,1,3,1
1259,1,1,24,4,1,26,4,1,12,1,2,2,1,1,16,14,0,0,-1,5,2,4,1,1,2,4,1,-1,0,0,0,0,0,3,1,3,2,2,3,3,2,2,3,4,3,1,2,2,1,4,2,1,4,0,"32,3",1967,2,0,1,3,#NULO!,1,2,1,3,1
1260,1,4,25,2,1,28,4,1,12,1,7,1,2,1,13,13,0,0,-1,5,1,4,1,1,0,2,2,2,3,1,3,1,4,2,4,4,2,3,3,3,4,3,4,3,4,1,2,1,3,4,8,1,2,2,38,1965,1,0,1,3,#NULO!,2,2,2,2,2
1261,1,5,0,0,0,29,5,3,15,1,1,1,2,2,12,0,0,0,-1,1,1,4,2,1,0,1,3,3,2,1,1,1,2,3,3,4,2,2,2,2,3,1,3,3,5,1,1,3,1,4,1,2,5,2,"53,3",1964,1,0,1,3,#NULO!,2,1,1,2,1
1262,1,1,27,2,2,33,4,1,16,3,4,1,1,1,15,15,0,0,-1,5,1,4,1,2,0,1,2,3,3,1,2,1,1,2,2,2,2,2,3,3,3,2,3,3,3,1,2,2,2,3,2,1,6,1,"28,6",1960,2,1,2,3,#NULO!,1,2,1,2,1
1263,1,5,0,4,0,35,1,11,17,4,4,3,1,1,15,15,0,0,-1,5,2,3,1,1,0,2,3,2,2,1,2,1,3,2,1,3,3,3,3,3,3,1,3,5,5,1,1,3,3,3,3,1,5,2,"63,5",1958,2,1,2,2,#NULO!,2,2,1,3,2
1264,7,1,26,9,3,74,1,11,13,1,1,1,2,1,16,0,0,0,-1,4,1,6,1,0,2,1,0,4,4,2,2,2,1,2,1,1,3,2,2,1,1,3,2,4,5,2,1,3,1,1,4,0,0,1,"71,6",1919,2,0,4,5,#NULO!,1,1,2,3,1
1265,5,2,25,3,2,75,99,99,11,1,1,1,2,1,5,0,0,0,-1,2,2,6,1,0,8,1,0,9,4,2,1,1,1,0,1,4,3,3,3,1,4,4,4,9,5,2,2,5,5,5,4,0,0,1,"45,4",1918,1,0,4,5,#NULO!,2,1,3,#NULO!,2
1266,1,1,19,3,3,49,7,5,15,1,1,0,2,1,22,22,0,0,-1,2,2,4,1,1,0,2,3,2,1,1,1,1,1,1,4,1,1,3,3,4,2,2,5,4,5,1,1,3,2,3,0,-1,-1,1,"73,2",1944,4,0,3,3,#NULO!,1,3,1,3,2
1267,5,1,23,3,4,69,4,2,16,3,0,0,1,1,19,0,0,0,-1,5,1,4,1,0,2,1,0,2,2,1,3,1,1,2,2,3,2,3,2,3,3,2,8,4,8,1,1,2,2,2,4,1,2,3,"76,4",1924,3,1,4,3,#NULO!,1,2,1,3,2
1268,7,4,33,2,3,35,10,8,13,1,7,0,2,2,9,0,0,0,-1,1,2,4,2,2,2,1,2,-1,0,0,0,0,0,12,8,8,8,1,2,3,3,3,4,8,8,2,2,4,4,1,3,1,5,0,"17,1",1958,1,0,2,3,#NULO!,2,2,2,#NULO!,1
1269,2,1,27,3,0,28,8,5,18,1,7,1,1,1,14,1,0,0,-1,1,1,2,1,0,1,4,0,0,1,1,1,1,3,2,2,3,3,3,4,2,3,2,4,3,3,2,1,2,2,3,1,1,5,2,"48,9",1965,1,0,1,1,#NULO!,1,1,1,2,2
1270,5,2,25,6,1,71,10,8,6,0,0,0,2,2,2,2,0,0,-1,0,1,4,1,1,1,1,3,-1,0,0,0,0,0,8,4,4,4,2,8,8,4,2,4,4,8,2,2,5,2,5,9,-1,-1,0,"22,5",1922,1,0,4,3,#NULO!,2,#NULO!,1,3,1
1271,7,3,18,11,0,64,11,9,12,1,0,1,2,2,98,0,0,0,-1,1,1,3,1,1,2,1,2,-1,0,0,0,0,0,3,8,4,2,4,1,1,2,2,2,5,4,2,2,1,1,1,4,0,0,0,"29,3",1929,4,0,4,2,#NULO!,2,1,1,3,3
1272,5,1,25,1,4,62,99,99,6,0,8,8,2,2,10,0,0,0,-1,1,1,4,2,1,0,1,2,3,1,1,2,2,5,2,3,3,3,3,3,3,3,3,3,4,5,2,2,5,1,5,0,-1,-1,1,"29,1",1931,1,0,4,3,#NULO!,1,2,2,3,2
1273,1,5,0,4,0,35,6,3,9,1,0,0,1,2,15,15,0,0,-1,2,1,5,1,0,2,1,0,2,4,1,2,2,2,1,8,2,1,1,2,2,1,1,2,2,4,2,2,4,2,2,4,1,5,2,"48,6",1958,2,0,2,4,#NULO!,2,1,1,1,1
1274,1,1,22,2,1,46,2,11,14,2,1,1,1,1,21,22,0,0,-1,2,2,2,1,1,0,3,2,2,3,1,2,1,1,2,8,8,3,8,2,8,3,8,4,2,4,1,2,4,3,2,1,1,1,1,"29,8",1947,4,0,3,1,#NULO!,1,#NULO!,#NULO!,1,#NULO!
1275,4,2,28,2,1,58,3,12,18,3,1,1,1,1,11,10,0,0,-1,0,1,2,2,1,0,4,2,9,2,1,3,1,1,2,2,3,2,1,2,1,3,1,2,5,5,1,1,3,2,2,1,99,9,2,"69,2",1935,1,1,4,1,#NULO!,2,1,1,3,1
1278,1,1,19,4,2,42,11,9,11,0,1,1,1,1,7,6,0,0,-1,5,2,4,1,0,2,1,0,3,3,1,2,1,2,4,8,2,2,2,8,8,2,2,8,5,3,1,2,3,1,1,2,1,4,2,"32,3",1951,1,0,3,3,#NULO!,1,#NULO!,1,3,1
1279,8,5,0,2,0,43,5,3,98,8,8,8,2,1,3,0,0,0,-1,6,2,8,1,8,2,1,3,-1,0,0,0,0,0,10,8,8,1,8,8,8,8,8,8,8,8,2,2,1,1,1,0,-1,-1,0,0,1950,1,8,3,#NULO!,#NULO!,2,#NULO!,#NULO!,#NULO!,#NULO!
1280,5,1,18,6,3,59,11,9,9,0,0,0,2,1,9,0,0,0,-1,1,1,3,2,1,1,1,2,-1,0,0,0,0,0,5,2,2,1,2,2,5,2,2,2,5,5,1,2,2,2,3,1,1,3,0,"31,3",1934,1,0,4,2,#NULO!,1,3,1,3,1
1281,7,4,16,2,1,38,2,12,10,0,0,1,2,1,7,7,0,0,-1,2,2,4,1,1,2,1,2,-1,0,0,0,0,0,3,8,2,1,2,2,4,3,3,5,5,5,1,2,2,1,2,2,1,3,0,"33,9",1955,1,0,2,3,#NULO!,2,3,2,3,1
1282,3,1,17,3,3,48,3,12,11,1,0,0,2,1,20,10,0,0,-1,1,1,2,1,1,0,1,3,3,2,1,4,2,1,4,1,2,1,1,1,1,2,2,2,3,3,2,1,3,1,2,4,1,5,2,"26,4",1945,4,0,3,1,#NULO!,1,1,1,2,1
1283,7,1,24,2,2,34,9,6,12,1,3,1,2,1,15,4,0,0,-1,5,1,3,1,0,2,1,0,2,1,1,2,1,1,1,8,2,2,2,8,2,8,8,8,5,5,1,2,3,2,2,2,1,1,2,"26,4",1959,2,0,2,2,#NULO!,1,1,#NULO!,3,1
1284,2,1,20,2,2,44,2,11,13,1,0,0,2,1,21,98,0,0,-1,1,1,4,2,0,1,2,0,2,4,1,2,1,1,2,1,1,1,3,1,1,2,2,2,4,4,1,1,2,2,3,4,1,6,1,"60,6",1949,4,0,3,3,#NULO!,1,1,1,3,2
1286,1,1,21,3,1,23,4,1,14,1,3,3,1,2,14,13,0,0,-1,5,2,4,1,1,0,1,2,3,1,1,1,1,1,5,2,3,4,3,4,1,8,2,5,2,3,1,1,1,1,1,4,1,6,2,62,1970,1,0,1,3,#NULO!,1,1,1,1,2
1288,1,1,22,2,2,37,4,2,13,1,4,2,1,2,19,12,0,0,-1,2,1,4,1,0,2,5,0,9,3,2,2,1,4,0,3,3,3,3,3,3,3,1,3,5,5,1,1,4,1,1,4,1,4,1,"33,1",1956,3,0,2,3,#NULO!,1,2,1,3,2
1289,1,3,26,1,1,34,7,5,14,1,0,1,1,1,16,16,0,0,-1,6,2,4,1,0,2,1,0,2,4,1,2,1,2,2,1,2,1,2,3,8,3,3,8,5,2,1,2,3,2,2,2,2,6,2,"35,4",1959,2,0,2,3,#NULO!,2,#NULO!,2,3,1
1290,1,5,0,2,0,26,3,12,14,1,1,1,1,1,19,13,0,0,-1,5,1,4,2,0,2,4,0,3,2,1,2,1,1,1,8,8,3,1,3,2,2,2,4,4,4,1,1,4,1,1,2,1,5,2,"62,5",1967,3,0,1,3,#NULO!,2,1,1,3,1
1291,2,3,29,4,2,58,12,9,13,1,7,4,1,1,11,11,0,0,-1,6,1,7,1,0,2,1,0,2,2,1,1,1,1,3,3,2,2,4,2,1,1,4,2,5,5,2,2,3,1,2,4,5,6,1,"38,1",1935,1,0,4,5,#NULO!,2,1,3,3,3
1292,5,1,32,0,0,87,4,1,12,1,1,1,1,1,18,0,0,0,-1,2,1,4,1,1,0,1,2,3,3,8,3,2,1,2,2,4,3,2,4,3,3,2,5,5,5,2,2,2,1,3,4,1,3,1,"48,5",1906,3,0,4,3,#NULO!,1,2,1,3,1
1293,5,1,24,6,2,69,5,2,18,4,2,1,1,1,17,0,0,0,-1,6,1,6,1,1,0,1,3,3,4,1,2,8,1,2,1,5,2,1,2,2,2,1,3,5,4,1,1,4,1,1,4,1,2,1,"50,7",1924,2,1,4,5,#NULO!,1,1,1,3,1
1294,5,1,30,1,3,65,99,99,12,1,0,3,1,1,22,0,0,0,-1,3,4,6,1,0,2,9,0,9,9,1,1,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,-1,-1,1,"92,8",1928,4,0,4,5,#NULO!,1,#NULO!,#NULO!,#NULO!,#NULO!
1295,1,3,25,1,0,31,3,12,20,4,1,1,1,1,21,21,0,0,-1,6,1,5,1,1,2,1,3,-1,0,0,0,0,0,1,2,4,2,2,2,2,2,2,3,4,3,1,1,4,2,4,2,3,3,0,"97,2",1962,4,1,2,4,#NULO!,2,1,1,3,1
1296,5,1,24,1,4,66,7,4,16,3,1,1,2,1,18,0,0,0,-1,5,1,5,1,1,2,1,3,-1,0,0,0,0,0,2,2,2,2,2,2,3,2,2,3,5,5,1,2,2,1,2,9,1,3,0,"63,5",1927,3,1,4,4,#NULO!,1,2,1,3,1
1297,5,1,24,0,1,69,11,8,17,3,1,2,2,1,18,0,0,0,-1,4,1,4,8,1,0,1,2,2,3,1,2,2,1,3,1,4,4,4,1,1,1,2,1,5,5,2,2,2,1,1,4,1,5,1,"71,6",1924,3,1,4,3,#NULO!,1,1,1,3,3
1298,8,2,43,0,0,99,9,6,16,3,1,3,2,1,22,0,0,0,-1,3,1,7,1,2,0,1,2,2,4,8,3,1,1,3,1,4,4,2,1,1,4,3,1,5,5,2,1,2,2,2,4,0,0,1,0,9999,4,1,4,5,#NULO!,2,1,2,3,1
1299,1,1,18,2,3,53,8,5,18,4,1,1,2,1,21,18,0,0,-1,6,1,6,1,1,0,1,3,9,3,2,2,1,1,2,2,2,1,3,1,2,1,4,3,5,5,1,1,3,1,3,2,1,3,1,"50,7",1940,4,1,4,5,#NULO!,1,1,3,3,2
1300,5,1,24,2,3,72,7,5,13,1,1,0,1,1,22,0,0,0,-1,4,1,7,1,0,2,1,0,3,4,2,1,2,1,2,1,3,3,3,2,3,3,9,4,4,5,1,2,5,1,3,4,1,0,3,"45,2",1921,4,0,4,5,#NULO!,1,2,#NULO!,3,2
1301,2,5,0,2,1,26,5,3,12,1,7,0,1,1,13,13,0,0,-1,1,1,4,1,1,0,4,1,2,3,1,2,1,3,4,8,1,2,4,4,4,4,4,4,4,4,1,2,5,5,1,2,5,5,1,"39,5",1967,1,0,1,3,#NULO!,2,3,3,3,3
1302,1,1,22,1,0,25,4,1,12,1,1,0,1,1,14,12,0,0,-1,2,1,1,1,2,1,1,3,-1,0,0,0,0,0,2,4,4,1,4,4,4,3,4,4,4,2,1,2,1,3,2,1,1,5,0,"33,6",1968,1,0,1,1,#NULO!,1,3,3,3,3
1303,1,1,17,2,2,37,1,11,13,1,7,1,2,1,18,13,0,0,-1,4,2,4,1,0,2,1,0,2,3,2,2,1,3,1,4,5,1,5,5,5,5,4,5,5,5,2,1,4,2,2,4,1,4,1,"38,4",1956,3,0,2,3,#NULO!,1,3,3,3,3
1305,1,1,21,0,2,58,3,1,14,1,1,1,1,1,12,11,0,0,-1,0,1,6,1,1,1,1,2,-1,0,0,0,0,0,3,1,4,1,1,4,4,4,4,4,4,4,2,2,5,1,3,4,1,3,0,"48,6",1935,1,0,4,5,#NULO!,1,3,3,3,1
1306,1,5,0,1,0,25,10,7,16,3,1,2,2,1,20,11,0,0,-1,1,1,3,2,0,1,1,0,2,2,1,2,1,2,2,2,3,1,3,3,2,3,3,3,3,5,1,2,2,1,5,2,2,3,3,"57,1",1968,4,1,1,2,#NULO!,2,1,2,2,2
1307,7,1,17,15,1,35,2,12,8,0,0,0,2,1,4,0,0,0,-1,5,2,2,1,0,2,4,0,2,2,1,2,1,4,8,2,1,1,2,2,3,2,2,4,4,4,2,2,1,1,1,2,1,3,2,"32,4",1958,1,0,2,1,#NULO!,1,2,1,3,1
1308,5,3,18,8,3,60,2,11,6,0,0,0,2,1,4,0,0,0,-1,1,1,6,1,0,1,1,0,4,3,1,2,2,1,2,5,2,1,2,5,5,3,4,5,5,5,2,2,2,1,5,4,0,0,1,"26,7",1933,1,0,4,5,#NULO!,2,3,3,3,1
1309,1,1,23,2,2,33,1,10,10,0,0,0,1,1,17,14,0,0,-1,4,1,4,1,2,0,1,3,2,1,1,2,2,1,3,3,2,2,2,3,2,2,2,3,4,4,1,2,2,1,2,4,1,4,2,"31,3",1960,2,0,2,3,#NULO!,1,1,1,3,1
1310,6,5,0,3,0,24,3,12,15,1,4,1,1,1,14,14,0,0,-1,1,1,2,1,1,0,4,3,2,1,1,2,1,2,2,3,4,5,2,4,4,5,2,5,1,2,1,1,2,2,2,2,3,2,2,"27,5",1969,1,0,1,1,#NULO!,2,3,1,1,1
1311,5,1,31,4,1,82,3,12,12,1,0,0,1,1,9,0,0,0,-1,1,1,4,1,2,2,1,2,-1,0,0,0,0,0,1,2,4,3,2,3,2,3,3,2,5,5,1,2,4,1,4,1,1,1,0,"62,5",1911,1,0,4,3,#NULO!,1,1,2,3,1
1312,4,1,26,10,0,29,11,9,16,2,0,0,1,1,5,0,0,0,-1,3,2,6,1,1,2,5,2,-1,0,0,0,0,0,8,5,2,3,2,3,1,8,2,2,5,5,1,1,1,1,1,4,1,3,0,"38,8",1964,1,0,1,5,#NULO!,1,1,1,3,1
1313,1,1,18,3,2,41,6,3,15,1,1,0,2,1,98,19,0,0,-1,5,1,4,1,1,2,1,2,-1,0,0,0,0,0,2,2,2,1,2,1,3,2,3,3,3,5,1,1,3,2,5,1,1,3,0,"42,5",1952,4,0,3,3,#NULO!,1,2,2,2,1
1314,7,1,20,7,2,73,11,8,8,0,0,0,2,1,98,0,0,0,-1,5,1,4,2,0,2,1,0,4,3,1,2,2,1,2,2,2,1,2,2,2,2,4,4,5,5,2,2,2,1,2,4,1,9,1,"17,6",1920,4,0,4,3,#NULO!,1,1,3,3,1
1315,1,1,19,3,1,30,9,6,12,1,1,0,1,1,16,10,0,0,-1,3,1,4,1,1,2,1,2,-1,0,0,0,0,0,2,3,2,2,2,2,2,2,2,3,4,4,2,2,2,1,3,2,1,5,0,"37,7",1963,2,0,2,3,#NULO!,1,1,1,3,1
1317,5,1,21,3,2,68,5,3,13,1,3,3,2,1,22,0,0,0,-1,5,1,7,1,0,1,4,0,9,1,1,1,1,1,3,1,2,2,3,2,5,2,3,5,5,5,2,1,1,1,4,2,1,6,1,"50,7",1925,4,0,4,5,#NULO!,1,3,2,3,2
1318,8,1,18,5,2,68,8,5,10,0,0,0,2,1,98,0,0,0,-1,5,1,6,1,2,0,1,2,2,3,1,2,2,1,2,2,2,2,8,8,8,2,4,3,5,5,1,2,5,1,4,4,0,0,1,"33,1",1925,4,0,4,5,#NULO!,1,#NULO!,3,3,#NULO!
1319,2,1,29,5,0,39,11,8,12,1,0,0,2,1,9,1,0,0,-1,3,2,4,2,0,2,5,0,2,2,1,2,1,2,3,8,3,2,8,8,8,2,4,5,5,5,2,2,1,2,4,3,1,5,1,"30,8",1954,1,0,2,3,#NULO!,1,#NULO!,3,3,#NULO!
